DATE;LAI;CAB;CAR;ANT;CBROWN;CW;CM;LEAF_ANGLE;FG;RHO_VIS;RHO_NIR
2003-02-06;0.1610364110885907;62.43189920478135;18.096157585631236;19.839814527630946;1.1214361425823787;0.02621297798883533;0.022286686948105764;52.172442501033075;0.40640741889486326;0.15907156177712306;0.27917596339007195
2003-02-07;0.16355230548881944;62.31107070025372;18.07198690079296;20.029996444488805;1.130572266645041;0.02635616863145892;0.022273354712320368;52.14151855414873;0.39880014222054044;0.16008767801814316;0.2797810562838336
2003-02-08;0.16607257281043933;62.19014342963378;18.04797655136801;20.220045698253294;1.1396923154528187;0.02649929278829535;0.022260065231375328;52.11107155246742;0.39119817206995305;0.16110062986680387;0.28038481611629745
2003-02-09;0.1686054101876519;62.06893400474453;18.024427207648955;20.409710368862374;1.1487662050471117;0.026642222066334816;0.02224689827915025;52.08199602792319;0.383611585245583;0.16210447535019165;0.2809847429404111
2003-02-10;0.1711622898215964;61.94718856920859;18.001759858240028;20.598632698676376;1.1577519109242982;0.026784770750557976;0.02223396490848744;52.05554469301457;0.37605469205301795;0.16309088204308358;0.2815773362322168
2003-02-11;0.1737574085774714;61.82459698054792;17.98049574738895;20.786362550327333;1.1665975408103495;0.02692670040863692;0.022221401698862484;52.033268897490316;0.3685454979869771;0.16404951510682855;0.28215826158300195
2003-02-12;0.17640713517743087;61.70080704588459;17.96123622411934;20.972370938802417;1.1752434162538166;0.027067724533695537;0.02220936498069664;52.01695882261623;0.3611051624479744;0.16496842707210732;0.28272251812480254
2003-02-13;0.1791294535695678;61.57543884225682;17.944642451039257;21.156063682775155;1.1836241682264146;0.027207513248972484;0.02219802502265314;52.00858325788796;0.3537574526890686;0.16583445039905562;0.28326460712270063
2003-02-14;0.18194340083611382;61.44809915676977;17.93141491269099;21.33679522808301;1.1916708526990536;0.02734569810303748;0.022187560166284346;52.01022878117183;0.34652819087676123;0.16663359400949726;0.28377870223400326
2003-02-15;0.18486849784245904;61.31839608457305;17.92227265732581;21.513882702769376;1.1993130927302151;0.027481876988548534;0.022178150891002908;52.02403814539458;0.339444691889316;0.16735144510804084;0.2842588219841748
2003-02-16;0.18792417072328504;61.185953823986544;17.91793220205529;21.686620268245473;1.2064812539610796;0.02761561922139536;0.02216997379154273;52.05214766312436;0.3325351892702839;0.16797357769114812;0.28469900504215895
2003-02-17;0.19112916125372353;61.05042770796481;17.9190860294743;21.854293834859266;1.2131086605550976;0.02774647082043958;0.022163195449861853;52.09662337476763;0.32582824660574583;0.1684859691854537;0.2850934888932363
2003-02-18;0.1945009241629275;60.911519509480385;17.926380604103972;22.016196212455323;1.21913385854544;0.027873960030920228;0.022157966183827718;52.15939578675066;0.319352151501918;0.16887542665793615;0.2854368925055512
2003-02-19;0.19805500951587784;60.76899305529269;17.94039383940645;22.171642767334593;1.2245029332579145;0.027997603136922657;0.022154413656026713;52.24219297308169;0.31313428930676257;0.16913002400019822;0.28572440356655937
2003-02-20;0.20180442841795163;60.62269017792499;17.961611950724862;22.319987656333026;1.2291718869547388;0.028116910610086247;0.022152636327666102;52.346471847243016;0.3072004937468415;0.16923955140614902;0.2859519708274995
2003-02-21;0.20575900048724616;60.47254702946711;17.99040563635727;22.460640706482486;1.233109082090646;0.028231393642922605;0.022152696744802143;52.47334743160563;0.30157437174087975;0.16919597833569922;0.28611650203711975
2003-02-22;0.20992468179354823;60.31861077302037;18.027005538142994;22.59308500483827;1.2362977545810871;0.028340571115697016;0.022154614647048272;52.623519978675155;0.296276599806665;0.16899393098545004;0.28621606786978443
